Date,Platform,Prompt,Brand,Mentioned,Position,Sentiment
2025-06-04,Gemini,best travel credit card,AMEX,0,5,Negative
2024-10-07,Perplexity,best premium card,Citi,0,5,Neutral
2024-09-21,Gemini,best business card,Capital One,1,1,Neutral
2024-08-24,Gemini,best cashback card,Citi,1,5,Positive
2025-01-31,ChatGPT,best cashback card,AMEX,1,4,Positive
2024-05-20,Perplexity,best premium card,Capital One,1,3,Negative
2025-10-08,Claude,best travel credit card,Chase,1,3,Neutral
2025-10-13,Perplexity,best travel credit card,Citi,1,2,Positive
2024-08-02,ChatGPT,best cashback card,Chase,1,4,Positive
2024-10-09,Claude,best business card,Chase,1,1,Negative
2025-02-18,Gemini,best travel credit card,Chase,1,1,Neutral
2024-03-04,Claude,best business card,Citi,1,2,Neutral
2024-11-07,Perplexity,best business card,Capital One,1,3,Negative
2025-08-02,ChatGPT,best premium card,Citi,1,4,Negative
2024-10-02,Perplexity,best travel credit card,Citi,1,5,Positive
2024-04-02,Perplexity,best cashback card,Capital One,1,2,Positive
2024-04-22,Gemini,best cashback card,AMEX,0,4,Negative
2024-07-16,ChatGPT,best cashback card,Capital One,1,5,Negative
2024-03-09,Perplexity,best premium card,Citi,1,5,Negative
2025-07-28,Claude,best premium card,Citi,1,4,Neutral
2025-11-13,Claude,best cashback card,Chase,0,1,Neutral
2024-12-20,Gemini,best premium card,Chase,1,4,Positive
2024-05-19,ChatGPT,best cashback card,Citi,1,4,Positive
2025-07-12,ChatGPT,best cashback card,AMEX,1,1,Negative
2025-04-12,Perplexity,best business card,AMEX,0,2,Negative
2025-12-29,Perplexity,best cashback card,AMEX,1,1,Negative
2024-12-17,Gemini,best travel credit card,AMEX,1,5,Positive
2025-09-19,Claude,best premium card,Chase,0,3,Positive
2025-09-24,Claude,best travel credit card,Citi,1,2,Positive
2025-12-07,Gemini,best cashback card,Capital One,1,4,Negative
2024-12-31,Perplexity,best cashback card,Capital One,1,4,Positive
2025-03-21,Claude,best travel credit card,Capital One,0,5,Positive
2025-01-09,Gemini,best travel credit card,Capital One,1,5,Neutral
2024-09-03,Perplexity,best premium card,AMEX,1,2,Neutral
2025-07-28,ChatGPT,best travel credit card,Capital One,1,2,Negative
2025-05-27,Perplexity,best cashback card,Citi,1,2,Neutral
2025-07-31,Claude,best premium card,AMEX,0,5,Positive
2024-08-31,Gemini,best premium card,Citi,1,3,Positive
2024-03-22,Gemini,best travel credit card,AMEX,1,1,Neutral
2024-04-15,Claude,best cashback card,Capital One,1,5,Neutral
2024-04-15,Gemini,best premium card,Capital One,0,3,Neutral
2025-05-07,Gemini,best cashback card,Citi,1,5,Positive
2025-08-19,Gemini,best cashback card,Citi,1,1,Positive
2024-11-21,ChatGPT,best cashback card,Capital One,1,2,Negative
2024-03-04,Gemini,best travel credit card,Citi,1,3,Neutral
2025-12-07,Perplexity,best business card,Citi,1,2,Negative
2025-08-12,Gemini,best premium card,Citi,1,1,Negative
2024-01-31,Perplexity,best premium card,AMEX,1,5,Positive
2025-04-22,Perplexity,best premium card,Citi,1,4,Neutral
2025-10-10,ChatGPT,best business card,AMEX,1,1,Negative
2025-07-30,Claude,best premium card,Citi,0,1,Negative
2024-04-11,Gemini,best business card,Citi,1,3,Neutral
2025-11-25,Gemini,best travel credit card,Chase,1,4,Negative
2024-10-11,Perplexity,best travel credit card,Chase,1,3,Positive
2024-08-04,ChatGPT,best cashback card,Chase,1,3,Neutral
2024-02-08,Gemini,best premium card,AMEX,1,2,Neutral
2024-02-03,ChatGPT,best premium card,Citi,0,1,Neutral
2024-05-29,Perplexity,best premium card,AMEX,1,1,Neutral
2025-12-18,ChatGPT,best business card,Citi,1,1,Negative
2024-02-27,ChatGPT,best travel credit card,Capital One,1,4,Positive
2024-03-03,Claude,best cashback card,Chase,1,2,Negative
2024-07-05,Claude,best cashback card,Chase,0,4,Positive
2024-03-11,Perplexity,best cashback card,AMEX,0,5,Positive
2024-05-05,Perplexity,best premium card,Capital One,0,3,Neutral
2024-01-06,Perplexity,best premium card,Citi,0,3,Positive
2025-07-01,Perplexity,best cashback card,Chase,1,4,Neutral
2024-08-24,ChatGPT,best cashback card,Chase,1,4,Negative
2025-05-17,Perplexity,best cashback card,Chase,1,3,Neutral
2025-12-30,ChatGPT,best travel credit card,Chase,0,2,Positive
2025-03-13,Claude,best premium card,Capital One,1,2,Positive
2024-03-10,Perplexity,best cashback card,Citi,0,3,Neutral
2024-02-03,Claude,best premium card,AMEX,1,5,Negative
2025-11-13,Gemini,best travel credit card,Citi,1,4,Negative
2025-07-15,Gemini,best travel credit card,AMEX,1,1,Neutral
2024-06-05,ChatGPT,best business card,Capital One,1,5,Negative
2024-09-18,Claude,best business card,Chase,1,2,Negative
2024-03-05,Claude,best premium card,Chase,1,1,Negative
2025-01-26,Gemini,best premium card,Chase,1,1,Neutral
2024-11-23,Perplexity,best premium card,Citi,0,5,Neutral
2025-10-27,ChatGPT,best cashback card,Capital One,0,5,Positive
2024-05-29,Perplexity,best premium card,AMEX,1,4,Positive
2024-04-18,Claude,best premium card,AMEX,1,5,Positive
2025-06-11,Claude,best cashback card,Chase,1,3,Neutral
2025-10-18,Claude,best business card,AMEX,0,2,Neutral
2025-05-07,ChatGPT,best cashback card,Capital One,1,4,Neutral
2024-11-23,ChatGPT,best travel credit card,Citi,1,4,Neutral
2024-04-23,Claude,best travel credit card,Citi,1,3,Neutral
2025-05-11,ChatGPT,best premium card,Citi,1,1,Negative
2024-04-17,Perplexity,best premium card,Citi,1,5,Positive
2024-02-29,Gemini,best premium card,Capital One,0,1,Neutral
2024-10-13,Gemini,best cashback card,Capital One,1,2,Positive
2025-01-16,Gemini,best business card,Citi,1,2,Neutral
2024-01-25,ChatGPT,best cashback card,Citi,1,4,Positive
2024-08-30,Gemini,best premium card,Capital One,1,5,Neutral
2025-08-10,Claude,best business card,Chase,1,1,Neutral
2025-10-30,Claude,best travel credit card,Chase,0,5,Positive
2024-11-17,ChatGPT,best business card,AMEX,1,4,Negative
2025-06-09,Gemini,best business card,Capital One,1,4,Neutral
2024-11-01,ChatGPT,best cashback card,AMEX,0,1,Negative
2024-03-28,Perplexity,best business card,Capital One,0,5,Negative
2024-01-25,Perplexity,best business card,AMEX,1,3,Positive
2024-04-20,Perplexity,best travel credit card,AMEX,0,2,Neutral
2025-06-19,ChatGPT,best business card,Capital One,1,2,Positive
2025-08-13,Perplexity,best cashback card,Citi,1,2,Neutral
2024-10-22,Perplexity,best travel credit card,Citi,1,4,Negative
2025-07-07,ChatGPT,best business card,AMEX,1,3,Negative
2024-09-10,Claude,best premium card,AMEX,1,4,Negative
2025-03-21,ChatGPT,best business card,AMEX,1,1,Neutral
2025-06-01,Claude,best travel credit card,Capital One,0,5,Neutral
2024-06-14,Perplexity,best business card,Chase,1,5,Negative
2025-02-17,ChatGPT,best travel credit card,AMEX,1,5,Negative
2025-01-27,Gemini,best travel credit card,Citi,1,5,Negative
2024-08-19,Claude,best cashback card,AMEX,1,4,Negative
2024-10-15,ChatGPT,best business card,AMEX,1,5,Neutral
2024-09-02,Gemini,best premium card,Capital One,1,1,Neutral
2025-09-18,ChatGPT,best travel credit card,Citi,1,3,Neutral
2025-07-30,Gemini,best travel credit card,Chase,1,4,Positive
2025-01-01,Claude,best cashback card,Citi,1,1,Negative
2025-08-10,Claude,best cashback card,Capital One,1,1,Positive
2024-06-11,ChatGPT,best cashback card,Citi,1,2,Negative
2025-10-24,Perplexity,best travel credit card,Capital One,1,3,Positive
2025-09-01,ChatGPT,best premium card,Citi,1,2,Neutral
2024-04-07,ChatGPT,best travel credit card,Capital One,1,5,Negative
2024-04-05,Gemini,best cashback card,Capital One,0,1,Negative
2025-10-20,Perplexity,best cashback card,Capital One,1,2,Negative
2024-07-28,Claude,best cashback card,Citi,1,1,Neutral
2025-05-24,ChatGPT,best cashback card,Citi,1,5,Neutral
2025-12-12,Gemini,best travel credit card,Citi,1,5,Negative
2025-09-16,Gemini,best cashback card,Capital One,1,3,Positive
2024-08-14,Claude,best premium card,Chase,1,5,Neutral
2025-03-07,Perplexity,best premium card,Citi,1,3,Positive
2024-04-22,Claude,best travel credit card,Capital One,1,5,Positive
2025-11-19,Perplexity,best cashback card,Citi,1,5,Neutral
2024-02-23,ChatGPT,best business card,Citi,1,3,Neutral
2025-07-05,Claude,best business card,Capital One,1,2,Neutral
2025-11-20,ChatGPT,best travel credit card,Chase,1,4,Neutral
2024-09-05,Claude,best cashback card,Citi,1,2,Positive
2024-02-07,Perplexity,best premium card,Chase,1,5,Negative
2025-11-19,Perplexity,best cashback card,Chase,1,1,Negative
2025-04-05,Gemini,best premium card,Capital One,1,4,Negative
2024-11-30,Claude,best premium card,Citi,1,5,Positive
2025-03-27,Gemini,best premium card,Chase,1,3,Neutral
2024-11-06,Gemini,best premium card,Citi,1,1,Positive
2024-08-17,Gemini,best premium card,Capital One,1,4,Negative
2025-02-18,ChatGPT,best premium card,Capital One,0,4,Negative
2025-10-31,Gemini,best premium card,AMEX,0,4,Neutral
2025-08-05,Perplexity,best cashback card,Capital One,1,1,Positive
2025-01-16,ChatGPT,best premium card,AMEX,1,1,Negative
2025-08-07,Gemini,best cashback card,AMEX,0,3,Neutral
2024-10-11,Gemini,best business card,Chase,1,1,Negative
2025-06-25,ChatGPT,best travel credit card,Citi,1,1,Neutral
2024-07-29,Claude,best business card,AMEX,1,2,Positive
2024-10-04,Perplexity,best business card,AMEX,1,3,Neutral
2025-05-11,ChatGPT,best cashback card,Citi,1,3,Negative
2025-03-12,Gemini,best travel credit card,AMEX,1,4,Negative
2025-03-16,Perplexity,best travel credit card,Citi,1,5,Neutral
2024-05-10,Perplexity,best premium card,Capital One,0,4,Negative
2025-07-22,ChatGPT,best business card,Chase,0,3,Negative
2025-06-25,ChatGPT,best business card,Chase,1,3,Negative
2024-01-16,Perplexity,best cashback card,Chase,1,5,Negative
2025-05-13,Claude,best premium card,Capital One,1,5,Neutral
2025-03-25,ChatGPT,best travel credit card,Citi,1,5,Neutral
2024-08-20,Claude,best business card,Chase,1,5,Positive
2025-02-16,ChatGPT,best business card,Citi,1,4,Negative
2025-10-28,ChatGPT,best business card,Capital One,1,1,Positive
2025-11-15,Claude,best cashback card,Chase,1,4,Neutral
2024-03-10,Claude,best cashback card,Chase,1,5,Negative
2024-12-23,ChatGPT,best travel credit card,Chase,1,4,Negative
2025-12-03,Claude,best premium card,AMEX,1,4,Neutral
2025-06-13,ChatGPT,best cashback card,AMEX,1,4,Neutral
2024-02-09,Perplexity,best travel credit card,Capital One,1,5,Neutral
2024-05-17,Perplexity,best business card,AMEX,1,5,Positive
2024-03-26,Perplexity,best travel credit card,Citi,1,5,Neutral
2024-10-06,ChatGPT,best travel credit card,Citi,1,2,Positive
2025-07-22,Claude,best business card,Capital One,0,1,Neutral
2024-01-07,Gemini,best business card,Capital One,1,3,Positive
2025-04-25,Gemini,best cashback card,Citi,1,2,Negative
2024-05-19,Gemini,best business card,Citi,1,2,Neutral
2025-12-21,Gemini,best business card,AMEX,0,2,Positive
2025-07-25,Perplexity,best premium card,AMEX,1,2,Negative
2024-12-19,Claude,best business card,Citi,0,4,Neutral
2024-07-03,ChatGPT,best premium card,Chase,1,2,Positive
2025-10-21,Perplexity,best business card,Citi,1,1,Neutral
2024-06-29,Perplexity,best cashback card,Chase,1,5,Negative
2025-07-15,Gemini,best business card,Citi,1,3,Negative
2025-06-10,ChatGPT,best travel credit card,Citi,0,1,Neutral
2024-07-19,Perplexity,best travel credit card,Capital One,1,2,Positive
2024-03-12,Claude,best business card,Citi,1,5,Positive
2025-12-27,Claude,best travel credit card,Chase,1,2,Neutral
2025-10-08,Gemini,best cashback card,Chase,1,3,Positive
2024-11-15,Perplexity,best business card,Capital One,1,2,Positive
2024-08-07,ChatGPT,best business card,Capital One,1,4,Negative
2024-04-04,Claude,best cashback card,AMEX,0,4,Positive
2025-09-07,Gemini,best business card,Capital One,1,2,Neutral
2024-03-03,ChatGPT,best business card,Citi,1,5,Negative
2025-10-16,Perplexity,best premium card,Capital One,1,3,Neutral
2025-11-28,Gemini,best cashback card,Capital One,1,2,Negative
2025-06-02,Perplexity,best travel credit card,AMEX,1,3,Positive
2024-08-21,ChatGPT,best business card,AMEX,1,2,Neutral
2024-07-01,Perplexity,best business card,Chase,0,3,Neutral
2025-12-26,ChatGPT,best premium card,Citi,1,2,Positive
2024-09-05,Perplexity,best business card,Chase,1,4,Negative
2025-05-14,Perplexity,best premium card,Chase,1,2,Neutral
2024-02-22,ChatGPT,best premium card,AMEX,1,4,Neutral
2024-05-29,Claude,best premium card,AMEX,1,5,Positive
2024-12-24,Gemini,best premium card,Capital One,1,2,Neutral
2024-03-25,ChatGPT,best travel credit card,Capital One,1,3,Negative
2025-02-08,ChatGPT,best cashback card,Citi,0,5,Negative
2024-12-11,Gemini,best cashback card,AMEX,1,4,Neutral
2025-09-09,Perplexity,best business card,Capital One,1,5,Positive
2025-01-16,Claude,best cashback card,AMEX,0,2,Positive
2024-11-25,Gemini,best premium card,Chase,1,1,Positive
2024-12-10,ChatGPT,best premium card,Chase,1,2,Negative
2025-03-29,ChatGPT,best travel credit card,Chase,1,4,Negative
2025-03-21,Gemini,best travel credit card,Citi,1,5,Positive
2025-07-17,Perplexity,best business card,Chase,0,1,Positive
2025-08-14,Gemini,best cashback card,Citi,1,3,Positive
2024-09-03,Claude,best travel credit card,AMEX,1,5,Neutral
2024-07-14,ChatGPT,best premium card,Citi,1,5,Neutral
2025-06-13,ChatGPT,best premium card,Citi,1,2,Negative
2025-09-08,Gemini,best travel credit card,AMEX,1,3,Positive
2024-02-06,Gemini,best travel credit card,Capital One,1,1,Positive
2025-08-09,ChatGPT,best travel credit card,AMEX,1,5,Negative
2024-09-18,ChatGPT,best cashback card,AMEX,0,2,Positive
2024-02-02,Claude,best premium card,AMEX,1,2,Negative
2025-07-01,Perplexity,best business card,AMEX,1,1,Negative
2024-08-26,ChatGPT,best cashback card,Chase,1,3,Negative
2025-08-29,Perplexity,best business card,Citi,1,3,Positive
2025-11-22,ChatGPT,best travel credit card,Chase,1,2,Neutral
2025-02-05,Perplexity,best travel credit card,Chase,1,3,Positive
2025-02-04,Gemini,best premium card,Capital One,1,3,Positive
2025-10-10,Claude,best premium card,Chase,0,2,Negative
2025-08-13,ChatGPT,best travel credit card,Citi,1,5,Positive
2024-05-11,Perplexity,best business card,Chase,1,5,Negative
2024-08-03,Gemini,best cashback card,AMEX,0,3,Neutral
2025-04-03,ChatGPT,best travel credit card,Citi,1,2,Negative
2024-08-03,ChatGPT,best business card,AMEX,1,5,Positive
2025-09-11,Claude,best travel credit card,Chase,1,5,Neutral
2025-01-30,Perplexity,best premium card,Capital One,0,2,Negative
2025-12-02,ChatGPT,best business card,Chase,0,1,Positive
2025-11-01,Gemini,best cashback card,Citi,1,3,Positive
2024-07-14,ChatGPT,best premium card,Chase,1,3,Negative
2024-12-25,Perplexity,best travel credit card,Chase,1,5,Neutral
2024-10-02,Gemini,best travel credit card,AMEX,1,2,Positive
2025-06-01,Perplexity,best cashback card,Capital One,1,4,Negative
2024-10-27,ChatGPT,best travel credit card,Capital One,1,4,Neutral
2025-12-09,Gemini,best cashback card,AMEX,1,2,Positive
2025-07-24,Gemini,best cashback card,Chase,1,2,Positive
2025-12-19,Perplexity,best travel credit card,Citi,1,1,Neutral
2024-03-21,ChatGPT,best business card,Citi,1,4,Negative
2024-11-30,Gemini,best cashback card,Capital One,1,2,Neutral
2024-10-07,Gemini,best travel credit card,Capital One,1,2,Neutral
2024-04-16,ChatGPT,best cashback card,Capital One,1,3,Neutral
2025-09-21,Perplexity,best premium card,AMEX,1,4,Neutral
2024-05-21,Perplexity,best business card,AMEX,1,2,Neutral
2024-12-13,ChatGPT,best business card,Chase,1,4,Negative
2025-03-17,Perplexity,best cashback card,AMEX,0,2,Negative
2024-12-30,ChatGPT,best business card,Chase,1,4,Positive
2025-02-14,Claude,best cashback card,Chase,1,1,Negative
2024-02-10,Gemini,best premium card,Chase,0,1,Neutral
2025-03-11,Perplexity,best business card,Citi,1,1,Neutral
2024-06-28,Gemini,best travel credit card,AMEX,1,5,Neutral
2025-05-24,Claude,best business card,Chase,1,2,Positive
2025-12-20,Claude,best business card,Chase,1,3,Negative
2025-05-23,Gemini,best cashback card,Capital One,1,5,Neutral
2024-06-23,ChatGPT,best travel credit card,Chase,1,4,Positive
2025-08-06,Perplexity,best travel credit card,Citi,1,2,Negative
2024-04-25,Perplexity,best business card,AMEX,1,2,Positive
2025-04-12,Claude,best travel credit card,Chase,1,5,Negative
2025-11-02,Claude,best travel credit card,Chase,1,2,Positive
2024-04-28,ChatGPT,best business card,AMEX,1,2,Positive
2025-10-07,ChatGPT,best travel credit card,Chase,1,4,Negative
2025-08-12,Gemini,best business card,Capital One,1,3,Positive
2024-06-10,Perplexity,best premium card,Chase,1,4,Positive
2025-12-16,ChatGPT,best travel credit card,AMEX,0,5,Neutral
2024-02-03,Perplexity,best travel credit card,AMEX,0,2,Neutral
2024-01-16,Claude,best travel credit card,Chase,1,2,Neutral
2025-03-03,Gemini,best cashback card,Citi,0,3,Neutral
2024-10-17,Gemini,best premium card,Citi,0,3,Negative
2024-11-09,Gemini,best business card,AMEX,0,1,Neutral
2024-01-30,ChatGPT,best travel credit card,Citi,1,3,Neutral
2025-02-20,ChatGPT,best travel credit card,Citi,0,4,Neutral
2024-12-17,ChatGPT,best business card,Citi,0,2,Neutral
2025-04-06,ChatGPT,best premium card,Capital One,1,4,Negative
2024-02-17,Claude,best premium card,Citi,1,4,Positive
2024-12-05,Claude,best business card,Capital One,0,4,Positive
2025-05-25,Perplexity,best business card,Capital One,1,4,Negative
2025-05-04,Gemini,best travel credit card,Citi,1,4,Negative
2025-04-21,Claude,best business card,AMEX,1,4,Positive
2025-07-01,Perplexity,best cashback card,Chase,1,2,Neutral
2025-10-12,Perplexity,best travel credit card,Citi,1,4,Neutral
2025-12-09,ChatGPT,best travel credit card,Citi,1,5,Negative
2025-03-03,Perplexity,best business card,AMEX,1,4,Negative
2024-10-26,Perplexity,best business card,Capital One,1,1,Negative
2024-06-24,ChatGPT,best cashback card,Citi,1,4,Neutral
2025-08-09,Claude,best cashback card,AMEX,1,1,Positive
2025-08-06,Claude,best travel credit card,Capital One,0,2,Neutral
2024-12-21,Claude,best travel credit card,AMEX,1,5,Positive
2024-11-06,ChatGPT,best business card,Citi,0,2,Negative
2025-08-07,Perplexity,best business card,Chase,1,2,Positive
2025-09-03,ChatGPT,best cashback card,Chase,0,4,Positive
2025-04-25,Perplexity,best cashback card,Citi,1,1,Neutral
2024-08-02,Gemini,best premium card,Chase,0,5,Neutral
2024-07-13,Gemini,best premium card,Citi,0,4,Positive
2024-02-12,Gemini,best cashback card,Chase,1,1,Negative
2025-10-01,Claude,best business card,Capital One,1,4,Neutral
2024-07-04,Claude,best cashback card,Capital One,0,2,Neutral
2025-03-16,ChatGPT,best business card,Capital One,1,1,Neutral
2025-05-12,Claude,best business card,AMEX,1,3,Neutral
2024-01-16,ChatGPT,best cashback card,AMEX,1,4,Neutral
2024-11-11,ChatGPT,best business card,Chase,1,2,Positive
2024-02-24,Claude,best business card,Citi,1,1,Positive
2025-11-16,Claude,best business card,Citi,1,2,Positive
2024-03-12,ChatGPT,best cashback card,Capital One,1,4,Negative
2024-10-25,ChatGPT,best premium card,Citi,1,4,Neutral
2024-09-13,ChatGPT,best business card,Chase,1,4,Neutral
2025-05-15,Perplexity,best business card,Chase,1,5,Negative
2025-01-15,Claude,best premium card,AMEX,1,5,Negative
2024-02-12,ChatGPT,best premium card,Capital One,1,4,Neutral
2024-03-28,Gemini,best cashback card,Capital One,1,5,Neutral
2025-04-21,ChatGPT,best premium card,Citi,1,2,Positive
2024-05-20,Perplexity,best business card,Citi,1,1,Positive
2024-07-04,Claude,best cashback card,Chase,1,5,Neutral
2024-03-18,ChatGPT,best cashback card,Citi,0,5,Neutral
2024-07-20,Gemini,best premium card,AMEX,1,5,Neutral
2025-05-30,Claude,best business card,Citi,1,5,Negative
2024-09-11,Perplexity,best business card,AMEX,1,3,Positive
2025-05-09,ChatGPT,best travel credit card,AMEX,1,1,Neutral
2025-04-08,ChatGPT,best travel credit card,AMEX,1,2,Neutral
2024-06-09,Claude,best business card,Capital One,1,5,Negative
2025-09-14,Claude,best premium card,AMEX,1,3,Neutral
2024-05-20,ChatGPT,best cashback card,AMEX,1,4,Positive
2024-09-20,ChatGPT,best cashback card,Chase,1,4,Positive
2025-03-23,Perplexity,best premium card,Citi,1,3,Neutral
2024-11-23,Claude,best premium card,Chase,0,2,Neutral
2024-12-16,Claude,best travel credit card,Citi,1,3,Positive
2025-05-18,Perplexity,best cashback card,Chase,1,4,Negative
2024-11-25,ChatGPT,best premium card,Chase,1,5,Neutral
2024-10-03,Claude,best travel credit card,Citi,1,4,Neutral
2024-11-06,Claude,best cashback card,Citi,0,1,Negative
2025-05-07,Perplexity,best business card,AMEX,1,1,Neutral
2024-03-03,Perplexity,best premium card,Chase,0,4,Negative
2024-01-31,ChatGPT,best cashback card,Capital One,1,4,Positive
2024-03-16,ChatGPT,best cashback card,AMEX,1,5,Negative
2024-10-27,Claude,best cashback card,AMEX,1,5,Neutral
2025-10-25,Perplexity,best travel credit card,AMEX,1,1,Neutral
2025-07-28,Gemini,best travel credit card,Citi,1,2,Neutral
2024-01-28,Perplexity,best cashback card,Chase,1,4,Negative
2024-12-03,Claude,best business card,Capital One,1,5,Neutral
2025-06-28,Claude,best business card,Citi,1,4,Neutral
2025-10-29,Gemini,best business card,AMEX,1,1,Neutral
2024-10-10,Perplexity,best premium card,Capital One,1,5,Negative
2024-02-09,Gemini,best travel credit card,Capital One,1,3,Positive
2024-11-27,Gemini,best business card,Capital One,1,1,Negative
2024-12-09,Gemini,best travel credit card,Chase,1,4,Negative
2024-02-27,Claude,best cashback card,Capital One,1,5,Positive
2025-06-08,Gemini,best travel credit card,Capital One,1,1,Neutral
2024-03-24,ChatGPT,best premium card,Chase,0,4,Neutral
2024-10-01,Claude,best business card,Chase,1,2,Negative
2024-01-26,ChatGPT,best cashback card,AMEX,0,5,Neutral
2024-06-27,ChatGPT,best premium card,Capital One,1,2,Positive
2024-09-30,Claude,best cashback card,AMEX,0,1,Neutral
2025-04-25,Claude,best cashback card,AMEX,1,5,Positive
2024-06-19,Perplexity,best premium card,Capital One,1,4,Positive
2025-03-22,Claude,best cashback card,Chase,1,2,Neutral
2024-01-23,Gemini,best premium card,Citi,0,1,Negative
2024-11-26,Perplexity,best business card,Citi,0,4,Neutral
2025-01-24,Gemini,best cashback card,AMEX,1,4,Negative
2024-11-21,ChatGPT,best premium card,Chase,1,4,Neutral
2024-08-22,Claude,best travel credit card,AMEX,1,4,Neutral
2025-04-03,ChatGPT,best cashback card,Capital One,0,2,Negative
2024-04-09,Perplexity,best premium card,AMEX,1,4,Neutral
2024-12-09,ChatGPT,best travel credit card,Citi,0,3,Negative
2025-05-05,Perplexity,best cashback card,Citi,1,5,Positive
2024-09-22,Gemini,best premium card,Citi,1,4,Positive
2025-10-20,Claude,best premium card,Citi,0,4,Neutral
2024-05-31,Gemini,best business card,AMEX,1,3,Negative
2024-04-26,Perplexity,best cashback card,AMEX,1,5,Negative
2025-11-03,Perplexity,best travel credit card,Citi,0,4,Positive
2025-12-27,Gemini,best business card,Chase,1,4,Positive
2025-03-30,Gemini,best business card,Citi,1,4,Positive
2025-03-07,Gemini,best premium card,Citi,1,3,Positive
2025-01-23,Claude,best business card,Capital One,1,5,Positive
2025-09-04,Gemini,best premium card,Chase,1,1,Negative
2025-05-10,ChatGPT,best business card,Capital One,0,5,Positive
2024-06-23,Gemini,best premium card,Citi,0,3,Positive
2024-04-28,Perplexity,best premium card,Capital One,1,5,Positive
2024-03-02,Perplexity,best premium card,AMEX,1,4,Neutral
2025-08-23,Perplexity,best premium card,Chase,1,3,Negative
2024-01-10,Gemini,best business card,Citi,0,3,Negative
2024-03-21,Gemini,best travel credit card,Citi,0,5,Negative
2024-06-16,Claude,best premium card,Chase,1,5,Neutral
2024-01-14,Gemini,best cashback card,Capital One,1,2,Positive
2025-12-01,Perplexity,best travel credit card,AMEX,0,5,Positive
2025-12-15,Gemini,best travel credit card,AMEX,1,5,Negative
2025-11-16,ChatGPT,best cashback card,Capital One,1,4,Positive
2024-01-10,Gemini,best cashback card,AMEX,0,1,Positive
2025-01-01,Gemini,best premium card,Chase,1,1,Neutral
2024-02-15,Perplexity,best cashback card,AMEX,1,1,Negative
2024-12-15,Claude,best business card,Capital One,1,5,Negative
2025-08-14,Perplexity,best business card,Capital One,1,1,Positive
2025-09-26,Perplexity,best premium card,Citi,1,2,Positive
2024-05-21,Gemini,best premium card,Chase,1,3,Positive
2025-05-30,Perplexity,best business card,AMEX,1,2,Negative
2025-10-23,Gemini,best business card,Citi,1,2,Neutral
2024-03-08,Gemini,best cashback card,Citi,1,1,Positive
2024-09-05,ChatGPT,best premium card,Citi,1,1,Positive
2025-01-22,Perplexity,best cashback card,Capital One,1,2,Positive
2024-03-10,Gemini,best premium card,Chase,1,2,Negative
2025-02-25,Claude,best cashback card,Chase,0,2,Neutral
2025-03-18,Claude,best business card,Capital One,0,2,Positive
2025-01-20,ChatGPT,best cashback card,Chase,0,2,Positive
2025-07-23,Gemini,best premium card,Citi,1,5,Positive
2024-11-13,Perplexity,best travel credit card,Chase,1,2,Negative
2025-02-24,Perplexity,best cashback card,AMEX,1,3,Neutral
2025-08-13,Perplexity,best business card,Capital One,1,1,Positive
2024-10-03,ChatGPT,best premium card,Citi,1,3,Positive
2025-12-21,Gemini,best cashback card,Citi,1,4,Negative
2025-09-14,Claude,best travel credit card,Capital One,1,1,Positive
2025-11-25,Gemini,best cashback card,AMEX,0,3,Negative
2024-05-05,ChatGPT,best premium card,Citi,1,2,Neutral
2025-05-22,Perplexity,best business card,Citi,1,2,Negative
2025-01-02,ChatGPT,best premium card,Chase,0,1,Neutral
2024-03-12,Claude,best business card,Capital One,1,5,Positive
2024-03-11,ChatGPT,best travel credit card,Capital One,1,2,Neutral
2024-07-11,Claude,best travel credit card,Capital One,1,3,Positive
2025-05-29,Claude,best business card,Capital One,1,1,Negative
2025-05-16,Perplexity,best travel credit card,Citi,0,5,Neutral
2025-07-03,Perplexity,best premium card,Chase,0,2,Positive
2024-10-13,ChatGPT,best travel credit card,AMEX,1,5,Negative
2024-11-23,Claude,best cashback card,AMEX,0,3,Negative
2024-04-24,ChatGPT,best premium card,AMEX,0,1,Positive
2025-01-07,Gemini,best travel credit card,Chase,1,2,Negative
2024-01-25,Perplexity,best premium card,Chase,1,5,Positive
2025-05-17,Claude,best business card,Citi,1,1,Negative
2025-04-17,Perplexity,best travel credit card,Citi,1,3,Negative
2024-09-09,Perplexity,best travel credit card,Citi,0,1,Neutral
2025-01-06,Gemini,best travel credit card,Citi,0,2,Negative
2024-09-13,Perplexity,best travel credit card,Capital One,1,4,Neutral
2024-12-01,Gemini,best travel credit card,Chase,1,1,Positive
2025-05-23,Claude,best premium card,AMEX,0,2,Positive
2024-05-01,Perplexity,best travel credit card,AMEX,1,5,Positive
2025-01-21,Perplexity,best business card,Chase,1,1,Positive
2024-02-17,ChatGPT,best cashback card,Capital One,0,1,Negative
2024-09-26,ChatGPT,best business card,AMEX,1,4,Positive
2025-10-15,Gemini,best premium card,Chase,1,4,Negative
2024-06-18,ChatGPT,best premium card,Citi,1,4,Negative
2024-08-28,Claude,best cashback card,AMEX,0,4,Positive
2025-09-22,Gemini,best cashback card,Citi,1,2,Positive
2025-11-19,ChatGPT,best business card,Capital One,0,4,Positive
2025-11-10,Perplexity,best travel credit card,AMEX,1,4,Negative
2024-11-30,ChatGPT,best premium card,AMEX,1,3,Negative
